,success_rate,makespan,time_cost,waiting_time,travel_dist,efficiency,priority
0,1.0,18.02546343633173,6.858650229700515,1.9387727895970208,24.710851342809683,2.541666666666667,833.7048665620089
1,1.0,24.19718505552729,10.534772758900706,5.591939394751336,23.502762356050557,2.1191666666666666,882.2087312414744
2,1.0,18.581003380764027,7.153202210129768,1.6652990526147675,24.876009887627166,2.45,475.31578947368376
3,1.0,16.88829805253886,4.995806725041239,0.747175550020409,20.17145967787295,2.525,592.4810606060591
4,1.0,19.543910010266544,7.3630205957819115,1.7751113480813392,24.094630657652544,2.7666666666666666,820.7515822784807
5,1.0,19.029165371842783,7.187667867613655,2.628235160858844,24.826680335085282,2.3125,540.1008902077151
6,1.0,21.04463893301901,8.056825256189754,3.548208653981026,25.918209068418104,2.325,476.98079999999993
7,1.0,24.13332626147421,8.757922758289899,2.7144600145516264,28.954286677153874,2.4216666666666664,930.2090643274839
8,1.0,27.224557705061724,11.746624026252999,7.608527279874556,20.678893670909943,2.466666666666667,587.1211656441703
9,1.0,21.588545591813723,6.768852151615862,1.5113890207900544,22.154255560048856,2.0183333333333335,642.4279069767431
